,Text,target,charcaters_count,words_count,sentence_count
142,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,161,34,3
143,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",spam,80,20,2
144,I plane to give on this month end.,ham,34,9,1
145,Wah lucky man... Then can save money... Hee...,ham,46,11,1
146,Finished class where are you.,ham,29,6,1
147,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham,45,12,2
148,K..k:)where are you?how did you performed?,ham,42,14,1
149,U can call me now...,ham,20,6,1
150,I am waiting machan. Call me once you free.,ham,43,11,2
151,Thats cool. i am a gentleman and will treat you with dignity and respect.,ham,73,16,2
152,I like you peoples very much:) but am very shy pa.,ham,50,14,1
153,Does not operate after  &lt;#&gt;  or what,ham,42,13,1
154,Its not the same here. Still looking for a job. How much do Ta's earn there.,ham,76,20,3
155,"Sorry, I'll call later",ham,22,6,1
156,K. Did you call me just now ah? ,ham,32,9,1
157,Ok i am on the way to home hi hi,ham,32,10,1
158,You will be in the place of that man,ham,36,9,1
159,Yup next stop.,ham,14,4,1
160,"I call you later, don't have network. If urgnt, sms me.",ham,55,16,2
161,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,ham,121,30,3
162,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,ham,144,36,3
163,I'm really not up to it still tonight babe,ham,42,10,1
164,"Ela kano.,il download, come wen ur free..",ham,41,11,1
165,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,ham,62,12,2
166,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,ham,195,44,4
167,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,ham,141,28,2
168,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,139,24,1
169,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham,107,23,3
170,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",spam,125,26,4
171,Watching telugu movie..wat abt u?,ham,33,8,1
172,i see. When we finish we have loads of loans to pay,ham,51,13,2
173,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",ham,184,47,5
174,Please don't text me anymore. I have nothing else to say.,ham,57,14,2
175,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,81,23,3
176,I'm still looking for a car to buy. And have not gone 4the driving test yet.,ham,76,19,2
178,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham,183,44,5
179,Umma my life and vava umma love you lot dear,ham,44,10,1
180,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham,95,19,2
181,"Aight, I'll hit you up when I get some cash",ham,43,12,1
182,How would my ip address test that considering my computer isn't a minecraft server,ham,82,15,1
183,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,ham,115,28,4
184,Dont worry. I guess he's busy.,ham,30,9,2
185,What is the plural of the noun research?,ham,40,9,1
186,Going for dinner.msg you after.,ham,31,6,1
187,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,ham,96,28,3
188,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam,159,33,7
189,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",ham,143,34,3
190,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,156,40,6
191,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,spam,153,32,1
192,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,ham,72,14,2
193,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham,86,20,2
194,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,spam,144,23,3
195,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",spam,157,30,4
196,here is my new address -apples&pairs&all that malarky,ham,53,12,1
197,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam,156,29,2
198,I am going to sao mu today. Will be done only at 12 ,ham,52,14,2
199,ÌÏ predict wat time Ì_'ll finish buying?,ham,40,9,1
200,"Good stuff, will do.",ham,20,6,1
201,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham,244,56,4
202,Are you there in room.,ham,22,6,1
203,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,ham,107,31,5
204,K..k:)how much does it cost?,ham,28,11,1
205,I'm home.,ham,9,4,1
206,"Dear, will call Tmorrow.pls accomodate.",ham,39,7,1
207,First answer my question.,ham,25,5,1
208,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,spam,126,29,3
209,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,spam,162,36,6
210,I only haf msn. It's yijue@hotmail.com,ham,38,10,2
211,He is there. You call and meet him,ham,34,9,2
212,No no. I will check all rooms befor activities,ham,46,10,2
213,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,155,35,2
214,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,ham,86,24,4
215,"K, text me when you're on the way",ham,33,10,1
216,"Sir, Waiting for your mail.",ham,27,7,1
217,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",ham,158,34,1
218,I know you are. Can you pls open the back?,ham,42,12,2
219,Yes see ya not on the dot,ham,25,7,1
220,Whats the staff name who is taking class for us?,ham,48,11,1
221,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam,159,35,3
222,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,ham,84,16,1
223,K..i deleted my contact that why?,ham,33,9,1
224,Sindu got job in birla soft ..,ham,30,7,1
225,The wine is flowing and i'm i have nevering..,ham,45,11,1
226,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham,59,16,1
227,Ok... Ur typical reply...,ham,25,6,1
229,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,384,95,5
230,Aaooooright are you at work?,ham,28,6,1
231,I'm leaving my house now...,ham,27,7,1
232,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",ham,157,41,6
233,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,124,21,3
234,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam,146,30,1
235,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,ham,115,25,1
236,New car and house for my parents.:)i have only new job in hand:),ham,64,19,2
237,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,ham,85,24,3
238,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,spam,152,29,3
239,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam,155,35,5
240,I place all ur points on e cultures module already.,ham,51,11,1
241,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam,157,32,6
242,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",ham,74,16,1
243,Great escape. I fancy the bridge but needs her lager. See you tomo ,ham,67,15,3
244,Yes :)it completely in out of form:)clark also utter waste.,ham,59,16,1
245,"Sir, I need AXIS BANK account no and bank address.",ham,50,12,1
246,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",ham,94,25,2
247,What time you coming down later? ,ham,33,7,1
248,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",ham,105,24,2
249,"Well, i'm gonna finish my bath now. Have a good...fine night.",ham,61,18,2
250,Let me know when you've got the money so carlos can make the call,ham,65,15,1
251,U still going to the mall?,ham,26,7,1
252,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",ham,146,43,1
253,Text her. If she doesnt reply let me know so i can have her log in,ham,66,17,2
254,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham,126,29,3
255,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,ham,159,34,4
256,Lol no. U can trust me.,ham,23,8,2
257,ok. I am a gentleman and will treat you with dignity and respect.,ham,65,15,2
258,"He will, you guys close?",ham,24,7,1
259,Going on nothing great.bye,ham,26,4,1
260,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,ham,152,33,6
261,"Haha awesome, be there in a minute",ham,34,8,1
262,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,149,25,1
263,Have you got Xmas radio times. If not i will get it now,ham,55,14,2
264,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ham,88,22,3
265,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,spam,72,12,3
266,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ham,185,44,5
267,Hi :)finally i completed the course:),ham,37,10,1
268,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham,111,24,2
